bvn,name,gender,dateOfBirth,address,phone,email,totalNoOfLoans,totalNoOfInstitutions,totalNoOfActiveLoans,totalNoOfClosedLoans,totalBorrowed,totalOutstanding,totalOverdue,loanPerformance
69157998161,Ibrahim Mohammed,Male,15/04/1998,"003 Hull Mount Suite 788, Kaduna",0803232592088,danielgutierrez@example.com,"[{""""source"""": """"CRC"""", """"value"""": 10}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 11}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 10}]","[{""""source"""": """"CRC"""", """"value"""": 2}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 2}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 2}]","[{""""source"""": """"CRC"""", """"value"""": 4}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 3}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 4}]","[{""""source"""": """"CRC"""", """"value"""": 1}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 0}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 1}]","[{""""source"""": """"CRC"""", """"value"""": 8469214}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 11018393}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 10175873}]","[{""""source"""": """"CRC"""", """"value"""": 8095073}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 8254443}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 5597860}]","[{""""source"""": """"CRC"""", """"value"""": 0}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 0}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 0}]","[{""""source"""": """"CRC"""", """"value"""": [{""""loanProvider"""": """"Castro-Nguyen"""", """"loanAmount"""": 3179653, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Oliver-Johnson"""", """"loanAmount"""": 1608553, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Daniels LLC"""", """"loanAmount"""": 2133293, """"performanceStatus"""": """"Non-Performing""""}, {""""loanProvider"""": """"Davis Group"""", """"loanAmount"""": 3247826, """"performanceStatus"""": """"Performing""""}]}]"
54429650771,Nneka Adeyemi,Female,01/08/1965,"921 Wolf Forks, Kogi",0803835086238,dlong@example.org,"[{""""source"""": """"CRC"""", """"value"""": 2}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 1}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 1}]","[{""""source"""": """"CRC"""", """"value"""": 3}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 3}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 3}]","[{""""source"""": """"CRC"""", """"value"""": 6}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 6}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 5}]","[{""""source"""": """"CRC"""", """"value"""": 12}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 12}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 16}]","[{""""source"""": """"CRC"""", """"value"""": 18091997}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 21188998}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 17697583}]","[{""""source"""": """"CRC"""", """"value"""": 3376820}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 2584550}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 2958413}]","[{""""source"""": """"CRC"""", """"value"""": 0}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 0}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 0}]","[{""""source"""": """"CRC"""", """"value"""": [{""""loanProvider"""": """"Lawrence and Sons"""", """"loanAmount"""": 4476202, """"performanceStatus"""": """"Performing""""}]}]"
40906305708,Nneka Nwosu,Female,09/06/1969,"2705 Moore Manors, Gombe",0805478822305,chelseahogan@example.org,"[{""""source"""": """"CRC"""", """"value"""": 3}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 2}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 3}]","[{""""source"""": """"CRC"""", """"value"""": 7}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 8}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 7}]","[{""""source"""": """"CRC"""", """"value"""": 3}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 4}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 4}]","[{""""source"""": """"CRC"""", """"value"""": 13}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 15}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 14}]","[{""""source"""": """"CRC"""", """"value"""": 15565517}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 20549117}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 20371438}]","[{""""source"""": """"CRC"""", """"value"""": 62878}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 50844}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 61110}]","[{""""source"""": """"CRC"""", """"value"""": 0}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 0}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 0}]","[{""""source"""": """"CRC"""", """"value"""": [{""""loanProvider"""": """"Mathews Ltd"""", """"loanAmount"""": 4859434, """"performanceStatus"""": """"Performing""""}]}]"
81907030188,Ngozi Shittu,Female,28/01/1995,"40585 Elizabeth Route, Abia",0909803274743,charlesscott@example.org,"[{""""source"""": """"CRC"""", """"value"""": 5}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 5}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 4}]","[{""""source"""": """"CRC"""", """"value"""": 5}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 5}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 7}]","[{""""source"""": """"CRC"""", """"value"""": 4}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 5}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 5}]","[{""""source"""": """"CRC"""", """"value"""": 1}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 0}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 0}]","[{""""source"""": """"CRC"""", """"value"""": 13070081}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 18474044}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 13947796}]","[{""""source"""": """"CRC"""", """"value"""": 635705}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 852887}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 722246}]","[{""""source"""": """"CRC"""", """"value"""": 0}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 0}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 0}]","[{""""source"""": """"CRC"""", """"value"""": [{""""loanProvider"""": """"Ramos Inc"""", """"loanAmount"""": 3793476, """"performanceStatus"""": """"Non-Performing""""}, {""""loanProvider"""": """"Williams LLC"""", """"loanAmount"""": 2721046, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Dunlap, Howard and Hawkins"""", """"loanAmount"""": 828466, """"performanceStatus"""": """"Non-Performing""""}, {""""loanProvider"""": """"Cook PLC"""", """"loanAmount"""": 4461008, """"performanceStatus"""": """"Non-Performing""""}]}]"
92160689958,Chiamaka Okoro,Female,01/05/1962,"5794 Lopez Trace Apt. 090, Enugu",0903205222937,llong@example.com,"[{""""source"""": """"CRC"""", """"value"""": 17}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 13}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 13}]","[{""""source"""": """"CRC"""", """"value"""": 3}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 3}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 3}]","[{""""source"""": """"CRC"""", """"value"""": 4}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 3}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 3}]","[{""""source"""": """"CRC"""", """"value"""": 13}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 9}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 12}]","[{""""source"""": """"CRC"""", """"value"""": 4310380}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 3893006}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 3984868}]","[{""""source"""": """"CRC"""", """"value"""": 3765011}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 4469315}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 3560674}]","[{""""source"""": """"CRC"""", """"value"""": 0}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 0}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 0}]","[{""""source"""": """"CRC"""", """"value"""": [{""""loanProvider"""": """"Howard Ltd"""", """"loanAmount"""": 2511461, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Taylor-Manning"""", """"loanAmount"""": 1937215, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Ward-Spencer"""", """"loanAmount"""": 3534850, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Russell-Williams"""", """"loanAmount"""": 4470446, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Oneal Group"""", """"loanAmount"""": 4924259, """"performanceStatus"""": """"Performing""""}]}]"
91281156105,Tunde Okoro,Male,12/09/1997,"647 Pena Hills, Yobe",0706839343086,marcus40@example.org,"[{""""source"""": """"CRC"""", """"value"""": 22}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 25}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 29}]","[{""""source"""": """"CRC"""", """"value"""": 8}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 8}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 8}]","[{""""source"""": """"CRC"""", """"value"""": 9}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 11}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 8}]","[{""""source"""": """"CRC"""", """"value"""": 13}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 12}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 9}]","[{""""source"""": """"CRC"""", """"value"""": 8802944}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 7528134}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 8012134}]","[{""""source"""": """"CRC"""", """"value"""": 4161157}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 5557979}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 5857190}]","[{""""source"""": """"CRC"""", """"value"""": 285595}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 212761}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 286235}]","[{""""source"""": """"CRC"""", """"value"""": [{""""loanProvider"""": """"Jones-Wood"""", """"loanAmount"""": 3591397, """"performanceStatus"""": """"Non-Performing""""}]}]"
22608029006,Ibrahim Nwosu,Male,06/01/1964,"422 Gentry Spurs, Rivers",0805108144847,kjohnson@example.com,"[{""""source"""": """"CRC"""", """"value"""": 2}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 3}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 2}]","[{""""source"""": """"CRC"""", """"value"""": 1}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 0}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 0}]","[{""""source"""": """"CRC"""", """"value"""": 8}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 6}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 6}]","[{""""source"""": """"CRC"""", """"value"""": 1}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 1}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 2}]","[{""""source"""": """"CRC"""", """"value"""": 8337713}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 6736907}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 8504287}]","[{""""source"""": """"CRC"""", """"value"""": 9264104}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 8861479}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 7766710}]","[{""""source"""": """"CRC"""", """"value"""": 0}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 0}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 0}]","[{""""source"""": """"CRC"""", """"value"""": [{""""loanProvider"""": """"Jacobs, Johnson and Mathews"""", """"loanAmount"""": 4334869, """"performanceStatus"""": """"Non-Performing""""}, {""""loanProvider"""": """"Sullivan-Hurley"""", """"loanAmount"""": 358284, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Parker-Flores"""", """"loanAmount"""": 1814448, """"performanceStatus"""": """"Performing""""}]}]"
12121894431,Ngozi Bello,Female,26/09/1960,"824 Ryan Union, Cross River",0807560321502,whitematthew@example.com,"[{""""source"""": """"CRC"""", """"value"""": 6}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 8}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 7}]","[{""""source"""": """"CRC"""", """"value"""": 4}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 3}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 3}]","[{""""source"""": """"CRC"""", """"value"""": 9}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 11}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 8}]","[{""""source"""": """"CRC"""", """"value"""": 4}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 4}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 4}]","[{""""source"""": """"CRC"""", """"value"""": 7415657}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 5328010}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 7664510}]","[{""""source"""": """"CRC"""", """"value"""": 5454222}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 4818400}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 3944677}]","[{""""source"""": """"CRC"""", """"value"""": 0}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 0}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 0}]","[{""""source"""": """"CRC"""", """"value"""": [{""""loanProvider"""": """"Hutchinson-Willis"""", """"loanAmount"""": 2685610, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Williams, Collins and Oneill"""", """"loanAmount"""": 4295176, """"performanceStatus"""": """"Performing""""}]}]"
29934359415,Usman Eze,Male,25/04/2003,"61342 Henry Crescent Apt. 621, Borno",0810943854710,brownkevin@example.com,"[{""""source"""": """"CRC"""", """"value"""": 17}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 24}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 17}]","[{""""source"""": """"CRC"""", """"value"""": 5}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 5}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 7}]","[{""""source"""": """"CRC"""", """"value"""": 4}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 3}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 3}]","[{""""source"""": """"CRC"""", """"value"""": 9}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 8}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 9}]","[{""""source"""": """"CRC"""", """"value"""": 2450304}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 2156158}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 2409656}]","[{""""source"""": """"CRC"""", """"value"""": 651125}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 708328}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 538665}]","[{""""source"""": """"CRC"""", """"value"""": 209004}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 246382}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 200516}]","[{""""source"""": """"CRC"""", """"value"""": [{""""loanProvider"""": """"Dudley-Davis"""", """"loanAmount"""": 50844, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Hamilton and Sons"""", """"loanAmount"""": 1641959, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Williamson, Shelton and Barber"""", """"loanAmount"""": 2156759, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Wilson-Medina"""", """"loanAmount"""": 920406, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Kim, Stafford and Santiago"""", """"loanAmount"""": 1280261, """"performanceStatus"""": """"Non-Performing""""}]}]"
87788964299,Bolanle Adeyemi,Female,17/08/1985,"013 Green Lane Apt. 627, Kogi",0807920310168,elizabeth72@example.com,"[{""""source"""": """"CRC"""", """"value"""": 16}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 18}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 22}]","[{""""source"""": """"CRC"""", """"value"""": 1}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 2}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 2}]","[{""""source"""": """"CRC"""", """"value"""": 8}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 7}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 5}]","[{""""source"""": """"CRC"""", """"value"""": 3}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 3}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 4}]","[{""""source"""": """"CRC"""", """"value"""": 14413614}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 12976422}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 11896391}]","[{""""source"""": """"CRC"""", """"value"""": 1786942}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 1821972}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 1891269}]","[{""""source"""": """"CRC"""", """"value"""": 0}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 0}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 0}]","[{""""source"""": """"CRC"""", """"value"""": [{""""loanProvider"""": """"Sanchez-Hall"""", """"loanAmount"""": 3364862, """"performanceStatus"""": """"Performing""""}]}]"
70580016072,Funke Mohammed,Female,06/01/1978,"0223 Peck Crossing, Ogun",0802727614363,ryan71@example.net,"[{""""source"""": """"CRC"""", """"value"""": 14}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 11}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 16}]","[{""""source"""": """"CRC"""", """"value"""": 1}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 0}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 1}]","[{""""source"""": """"CRC"""", """"value"""": 3}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 3}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 2}]","[{""""source"""": """"CRC"""", """"value"""": 1}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 2}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 1}]","[{""""source"""": """"CRC"""", """"value"""": 14614636}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 10316741}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 15103869}]","[{""""source"""": """"CRC"""", """"value"""": 1660563}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 1459035}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 1730040}]","[{""""source"""": """"CRC"""", """"value"""": 101377}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 100511}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 116024}]","[{""""source"""": """"CRC"""", """"value"""": [{""""loanProvider"""": """"Watson-Owens"""", """"loanAmount"""": 4926779, """"performanceStatus"""": """"Non-Performing""""}, {""""loanProvider"""": """"Frederick, Anderson and Benton"""", """"loanAmount"""": 393835, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Smith Inc"""", """"loanAmount"""": 1572751, """"performanceStatus"""": """"Non-Performing""""}, {""""loanProvider"""": """"Howard-Garcia"""", """"loanAmount"""": 1146958, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Stewart, Wolf and Webb"""", """"loanAmount"""": 3307063, """"performanceStatus"""": """"Non-Performing""""}]}]"
37302948215,Halima Uche,Female,21/09/1965,"797 Michael Alley Suite 445, Cross River",0703911316126,mcgeelindsey@example.org,"[{""""source"""": """"CRC"""", """"value"""": 20}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 23}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 22}]","[{""""source"""": """"CRC"""", """"value"""": 4}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 3}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 4}]","[{""""source"""": """"CRC"""", """"value"""": 4}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 3}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 4}]","[{""""source"""": """"CRC"""", """"value"""": 12}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 9}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 9}]","[{""""source"""": """"CRC"""", """"value"""": 3034740}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 3600191}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 3921208}]","[{""""source"""": """"CRC"""", """"value"""": 8982769}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 9663796}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 7509334}]","[{""""source"""": """"CRC"""", """"value"""": 124755}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 148278}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 122188}]","[{""""source"""": """"CRC"""", """"value"""": [{""""loanProvider"""": """"Lee, Fuller and Myers"""", """"loanAmount"""": 2195462, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Dudley Group"""", """"loanAmount"""": 4688188, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Taylor, Cummings and Rodriguez"""", """"loanAmount"""": 3279178, """"performanceStatus"""": """"Non-Performing""""}]}]"
44843628394,Omolara Okoro,Female,25/05/1991,"1234 Amanda Street Apt. 688, Adamawa",0909155090146,williamray@example.com,"[{""""source"""": """"CRC"""", """"value"""": 12}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 11}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 13}]","[{""""source"""": """"CRC"""", """"value"""": 3}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 2}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 2}]","[{""""source"""": """"CRC"""", """"value"""": 5}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 5}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 4}]","[{""""source"""": """"CRC"""", """"value"""": 5}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 4}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 4}]","[{""""source"""": """"CRC"""", """"value"""": 8020495}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 6044553}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 6734051}]","[{""""source"""": """"CRC"""", """"value"""": 3440971}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 3687956}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 3475472}]","[{""""source"""": """"CRC"""", """"value"""": 0}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 0}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 0}]","[{""""source"""": """"CRC"""", """"value"""": [{""""loanProvider"""": """"West-Atkinson"""", """"loanAmount"""": 386527, """"performanceStatus"""": """"Non-Performing""""}, {""""loanProvider"""": """"Carroll LLC"""", """"loanAmount"""": 393854, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Garcia-Thomas"""", """"loanAmount"""": 4719112, """"performanceStatus"""": """"Non-Performing""""}, {""""loanProvider"""": """"Boyd PLC"""", """"loanAmount"""": 2658100, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Chandler, Fox and Bryant"""", """"loanAmount"""": 4257930, """"performanceStatus"""": """"Performing""""}]}]"
72109963368,Aisha Nwosu,Female,08/07/1981,"04681 Chavez Inlet Suite 532, Delta",0810872787230,lrussell@example.com,"[{""""source"""": """"CRC"""", """"value"""": 15}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 13}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 15}]","[{""""source"""": """"CRC"""", """"value"""": 6}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 6}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 7}]","[{""""source"""": """"CRC"""", """"value"""": 1}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 1}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 1}]","[{""""source"""": """"CRC"""", """"value"""": 1}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 2}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 1}]","[{""""source"""": """"CRC"""", """"value"""": 12071841}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 16521034}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 14511806}]","[{""""source"""": """"CRC"""", """"value"""": 7085559}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 7407361}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 8268583}]","[{""""source"""": """"CRC"""", """"value"""": 0}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 0}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 0}]","[{""""source"""": """"CRC"""", """"value"""": [{""""loanProvider"""": """"Richmond Inc"""", """"loanAmount"""": 2947926, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Huffman, Oliver and Davis"""", """"loanAmount"""": 463494, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Perez, Rivers and Wilson"""", """"loanAmount"""": 1451264, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Avery, Garcia and Johnson"""", """"loanAmount"""": 1298272, """"performanceStatus"""": """"Non-Performing""""}, {""""loanProvider"""": """"Maldonado-Young"""", """"loanAmount"""": 3411650, """"performanceStatus"""": """"Non-Performing""""}]}]"
